Intercept,Value,Kg,,3.55,3.56,3.57,Err with diff grads
-192396.5,778138,34.8,970534.5,34.45397475,34.5510282,34.64808165,0.097053450000004
-192396.5,778014,34.8,970410.5,34.44957275,34.5466138,34.64365485,0.097041050000001
-192396.5,777828,34.8,970224.5,34.44296975,34.5399922,34.63701465,0.097022450000004
-192396.5,777766,34.8,970162.5,34.44076875,34.537785,34.63480125,0.097016250000003
-192396.5,777916,34.8,970312.5,34.44609375,34.543125,34.64015625,0.097031250000001
-192396.5,777827,34.8,970223.5,34.44293425,34.5399566,34.63697895,0.097022350000003
-192396.5,778009,34.8,970405.5,34.44939525,34.5464358,34.64347635,0.097040549999999
-192396.5,777872,34.8,970268.5,34.44453175,34.5415586,34.63858545,0.097026850000003
-192396.5,777892,34.8,970288.5,34.44524175,34.5422706,34.63929945,0.097028850000001
-192396.5,777885,34.8,970281.5,34.44499325,34.5420214,34.63904955,0.097028150000004
-192396.5,777779,34.8,970175.5,34.44123025,34.5382478,34.63526535,0.097017550000004
-192396.5,777863,34.8,970259.5,34.44421225,34.5412382,34.63826415,0.097025950000003
-192396.5,777934,34.8,970330.5,34.44673275,34.5437658,34.64079885,0.09703305
-192396.5,777819,34.8,970215.5,34.44265025,34.5396718,34.63669335,0.097021550000001
-192396.5,777753,34.8,970149.5,34.44030725,34.5373222,34.63433715,0.097014950000002
-192396.5,777797,34.8,970193.5,34.44186925,34.5388886,34.63590795,0.097019350000004
-192396.5,777798,34.8,970194.5,34.44190475,34.5389242,34.63594365,0.097019450000001
-192396.5,777968,34.8,970364.5,34.44793975,34.5449762,34.64201265,0.097036450000001
-192396.5,777963,34.8,970359.5,34.44776225,34.5447982,34.64183415,0.097035950000006
-192396.5,777929,34.8,970325.5,34.44655525,34.5435878,34.64062035,0.097032550000002
-192396.5,777908,34.8,970304.5,34.44580975,34.5428402,34.63987065,0.097030450000006
-192396.5,777705,34.8,970101.5,34.43860325,34.5356134,34.63262355,0.097010150000003
-192396.5,777692,34.8,970088.5,34.43814175,34.5351506,34.63215945,0.097008850000002
-192396.5,777721,34.8,970117.5,34.43917125,34.536183,34.63319475,0.09701175
-192396.5,777632,34.8,970028.5,34.43601175,34.5330146,34.63001745,0.097002850000003
-192396.5,777615,34.8,970011.5,34.43540825,34.5324094,34.62941055,0.097001150000004
-192396.5,777878,34.8,970274.5,34.44474475,34.5417722,34.63879965,0.097027450000002
-192396.5,777752,34.8,970148.5,34.44027175,34.5372866,34.63430145,0.097014850000001
-192396.5,777674,34.8,970070.5,34.43750275,34.5345098,34.63151685,0.097007049999999
-192396.5,777614,34.8,970010.5,34.43537275,34.5323738,34.62937485,0.097001050000003
-192396.5,777884,34.8,970280.5,34.44495775,34.5419858,34.63901385,0.097028050000002
-192396.5,777839,34.8,970235.5,34.44336025,34.5403838,34.63740735,0.097023550000003
-192396.5,777724,34.8,970120.5,34.43927775,34.5362898,34.63330185,0.09701205
-192396.5,777580,34.8,969976.5,34.43416575,34.5311634,34.62816105,0.096997650000002
-192396.5,777670,34.8,970066.5,34.43736075,34.5343674,34.63137405,0.097006650000005
-192396.5,777676,34.8,970072.5,34.43757375,34.534581,34.63158825,0.097007250000001
-192396.5,777616,34.8,970012.5,34.43544375,34.532445,34.62944625,0.097001250000005
-192396.5,777754,34.8,970150.5,34.44034275,34.5373578,34.63437285,0.09701505
-192396.5,777642,34.8,970038.5,34.43636675,34.5333706,34.63037445,0.097003850000004
-192396.5,777620,34.8,970016.5,34.43558575,34.5325874,34.62958905,0.097001650000003
-192396.5,777749,34.8,970145.5,34.44016525,34.5371798,34.63419435,0.097014550000001
-192396.5,777657,34.8,970053.5,34.43689925,34.5339046,34.63090995,0.097005350000004
-192396.5,777688,34.8,970084.5,34.43799975,34.5350082,34.63201665,0.097008450000004
-192396.5,777662,34.8,970058.5,34.43707675,34.5340826,34.63108845,0.097005850000002
-192396.5,777619,34.8,970015.5,34.43555025,34.5325518,34.62955335,0.097001550000002
-192396.5,777690,34.8,970086.5,34.43807075,34.5350794,34.63208805,0.097008650000003
-192396.5,777711,34.8,970107.5,34.43881625,34.535827,34.63283775,0.097010749999999
-192396.5,777475,34.8,969871.5,34.43043825,34.5274254,34.62441255,0.096987150000004
-192396.5,808865,35.9,1001261.5,35.54478325,35.6449094,35.74503555,0.100126150000005
-192396.5,808943,35.9,1001339.5,35.54755225,35.6476862,35.74782015,0.100133950000004
-192396.5,808796,35.9,1001192.5,35.54233375,35.642453,35.74257225,0.100119250000002
-192396.5,808672,35.9,1001068.5,35.53793175,35.6380386,35.73814545,0.100106850000003
-192396.5,808704,35.9,1001100.5,35.53906775,35.6391778,35.73928785,0.100110050000001
-192396.5,808680,35.9,1001076.5,35.53821575,35.6383234,35.73843105,0.100107650000002
-192396.5,808730,35.9,1001126.5,35.53999075,35.6401034,35.74021605,0.100112650000007
-192396.5,808701,35.9,1001097.5,35.53896125,35.639071,35.73918075,0.100109750000001
-192396.5,808603,35.9,1000999.5,35.53548225,35.6355822,35.73568215,0.100099950000004
-192396.5,808632,35.9,1001028.5,35.53651175,35.6366146,35.73671745,0.100102850000003
-192396.5,808878,35.9,1001274.5,35.54524475,35.6453722,35.74549965,0.100127450000006
-192396.5,808947,35.9,1001343.5,35.54769425,35.6478286,35.74796295,0.100134350000001
-192396.5,808664,35.9,1001060.5,35.53764775,35.6377538,35.73785985,0.100106050000004
-192396.5,808489,35.9,1000885.5,35.53143525,35.6315238,35.73161235,0.100088550000002
-192396.5,808703,35.9,1001099.5,35.53903225,35.6391422,35.73925215,0.100109950000004
-192396.5,808700,35.9,1001096.5,35.53892575,35.6390354,35.73914505,0.100109650000004
-192396.5,808708,35.9,1001104.5,35.53920975,35.6393202,35.73943065,0.100110450000003
-192396.5,808727,35.9,1001123.5,35.53988425,35.6399966,35.74010895,0.100112350000003
-192396.5,808729,35.9,1001125.5,35.53995525,35.6400678,35.74018035,0.100112550000002
-192396.5,808803,35.9,1001199.5,35.54258225,35.6427022,35.74282215,0.100119950000003
-192396.5,808594,35.9,1000990.5,35.53516275,35.6352618,35.73536085,0.100099050000004
-192396.5,808760,35.9,1001156.5,35.54105575,35.6411714,35.74128705,0.100115650000003
-192396.5,808622,35.9,1001018.5,35.53615675,35.6362586,35.73636045,0.100101850000005
-192396.5,808564,35.9,1000960.5,35.53409775,35.6341938,35.73428985,0.100096050000001
-192396.5,808650,35.9,1001046.5,35.53715075,35.6372554,35.73736005,0.100104650000006
-192396.5,808695,35.9,1001091.5,35.53874825,35.6388574,35.73896655,0.100109150000002
-192396.5,808590,35.9,1000986.5,35.53502075,35.6351194,35.73521805,0.100098650000003
-192396.5,808684,35.9,1001080.5,35.53835775,35.6384658,35.73857385,0.100108050000003
-192396.5,808707,35.9,1001103.5,35.53917425,35.6392846,35.73939495,0.100110350000001
-192396.5,808595,35.9,1000991.5,35.53519825,35.6352974,35.73539655,0.100099150000002
-192396.5,808554,35.9,1000950.5,35.53374275,35.6338378,35.73393285,0.10009505
-192396.5,808704,35.9,1001100.5,35.53906775,35.6391778,35.73928785,0.100110050000001
-192396.5,808662,35.9,1001058.5,35.53757675,35.6376826,35.73778845,0.100105850000002
-192396.5,808546,35.9,1000942.5,35.53345875,35.633553,35.73364725,0.100094250000002
-192396.5,808618,35.9,1001014.5,35.53601475,35.6361162,35.73621765,0.10010145
-192396.5,808690,35.9,1001086.5,35.53857075,35.6386794,35.73878805,0.100108650000003
-192396.5,808614,35.9,1001010.5,35.53587275,35.6359738,35.73607485,0.100101050000003
-192396.5,808564,35.9,1000960.5,35.53409775,35.6341938,35.73428985,0.100096050000001
-192396.5,808643,35.9,1001039.5,35.53690225,35.6370062,35.73711015,0.100103950000001
-192396.5,808487,35.9,1000883.5,35.53136425,35.6314526,35.73154095,0.100088350000004
-192396.5,808505,35.9,1000901.5,35.53200325,35.6320934,35.73218355,0.100090150000003
-192396.5,808582,35.9,1000978.5,35.53473675,35.6348346,35.73493245,0.100097850000001
-192396.5,808506,35.9,1000902.5,35.53203875,35.632129,35.73221925,0.100090250000001
-192396.5,808513,35.9,1000909.5,35.53228725,35.6323782,35.73246915,0.100090950000006
-192396.5,808574,35.9,1000970.5,35.53445275,35.6345498,35.73464685,0.100097049999999
-192396.5,808504,35.9,1000900.5,35.53196775,35.6320578,35.73214785,0.100090050000002
-192396.5,808617,35.9,1001013.5,35.53597925,35.6360806,35.73618195,0.100101350000003
-192396.5,808589,35.9,1000985.5,35.53498525,35.6350838,35.73518235,0.100098550000002
-192396.5,808415,35.9,1000811.5,35.52880825,35.6288894,35.72897055,0.100081150000001
-192396.5,808357,35.9,1000753.5,35.52674925,35.6268246,35.72689995,0.100075350000004
-192396.5,808524,35.9,1000920.5,35.53267775,35.6327698,35.73286185,0.100092050000001
-192396.5,808663,35.9,1001059.5,35.53761225,35.6377182,35.73782415,0.100105950000003
-192396.5,808519,35.9,1000915.5,35.53250025,35.6325918,35.73268335,0.100091550000002
-192396.5,808546,35.9,1000942.5,35.53345875,35.633553,35.73364725,0.100094250000002
-192396.5,808558,35.9,1000954.5,35.53388475,35.6339802,35.73407565,0.100095450000001
-192396.5,808503,35.9,1000899.5,35.53193225,35.6320222,35.73211215,0.100089950000005
-192396.5,808455,35.9,1000851.5,35.53022825,35.6303134,35.73039855,0.100085150000002
-192396.5,808527,35.9,1000923.5,35.53278425,35.6328766,35.73296895,0.100092350000004
-192396.5,808367,35.9,1000763.5,35.52710425,35.6271806,35.72725695,0.100076350000002
-192396.5,808457,35.9,1000853.5,35.53029925,35.6303846,35.73046995,0.100085350000001
-192396.5,808433,35.9,1000829.5,35.52944725,35.6295302,35.72961315,0.100082950000004
-192396.5,808515,35.9,1000911.5,35.53235825,35.6324494,35.73254055,0.100091150000004
-192396.5,808517,35.9,1000913.5,35.53242925,35.6325206,35.73261195,0.100091350000003
-192396.5,808504,35.9,1000900.5,35.53196775,35.6320578,35.73214785,0.100090050000002
-192396.5,808478,35.9,1000874.5,35.53104475,35.6311322,35.73121965,0.10008745
-192396.5,808476,35.9,1000872.5,35.53097375,35.631061,35.73114825,0.100087250000001
-192396.5,808578,35.9,1000974.5,35.53459475,35.6346922,35.73478965,0.100097450000003
-192396.5,808420,35.9,1000816.5,35.52898575,35.6290674,35.72914905,0.100081650000003
-192396.5,808429,35.9,1000825.5,35.52930525,35.6293878,35.72947035,0.10008255
-192396.5,808388,35.9,1000784.5,35.52784975,35.6279282,35.72800665,0.100078450000005
-192396.5,808437,35.9,1000833.5,35.52958925,35.6296726,35.72975595,0.100083350000002
-192396.5,808519,35.9,1000915.5,35.53250025,35.6325918,35.73268335,0.100091550000002
-192396.5,808315,35.9,1000711.5,35.52525825,35.6253294,35.72540055,0.100071150000002
-192396.5,808509,35.9,1000905.5,35.53214525,35.6322358,35.73232635,0.100090550000001
-192396.5,808464,35.9,1000860.5,35.53054775,35.6306338,35.73071985,0.100086050000002
-192396.5,808519,35.9,1000915.5,35.53250025,35.6325918,35.73268335,0.100091550000002
-192396.5,808539,35.9,1000935.5,35.53321025,35.6333038,35.73339735,0.100093550000004
-192396.5,808572,35.9,1000968.5,35.53438175,35.6344786,35.73457545,0.10009685
-192396.5,808473,35.9,1000869.5,35.53086725,35.6309542,35.73104115,0.100086950000005
-192396.5,808513,35.9,1000909.5,35.53228725,35.6323782,35.73246915,0.100090950000006
-192396.5,808339,35.9,1000735.5,35.52611025,35.6261838,35.72625735,0.100073550000001
-192396.5,808382,35.9,1000778.5,35.52763675,35.6277146,35.72779245,0.100077850000002
-192396.5,808524,35.9,1000920.5,35.53267775,35.6327698,35.73286185,0.100092050000001
-192396.5,808443,35.9,1000839.5,35.52980225,35.6298862,35.72997015,0.100083950000002
-192396.5,808545,35.9,1000941.5,35.53342325,35.6335174,35.73361155,0.10009415
-192396.5,808525,35.9,1000921.5,35.53271325,35.6328054,35.73289755,0.100092150000002
-192396.5,808636,35.9,1001032.5,35.53665375,35.636757,35.73686025,0.100103250000004
-192396.5,808460,35.9,1000856.5,35.53040575,35.6304914,35.73057705,0.10008565
-192396.5,808477,35.9,1000873.5,35.53100925,35.6310966,35.73118395,0.100087350000003
-192396.5,808367,35.9,1000763.5,35.52710425,35.6271806,35.72725695,0.100076350000002
-192396.5,808349,35.9,1000745.5,35.52646525,35.6265398,35.72661435,0.100074549999999
-192396.5,808341,35.9,1000737.5,35.52618125,35.626255,35.72632875,0.100073750000004
-192396.5,808426,35.9,1000822.5,35.52919875,35.629281,35.72936325,0.10008225
-192396.5,808400,35.9,1000796.5,35.52827575,35.6283554,35.72843505,0.100079650000001
-192396.5,808477,35.9,1000873.5,35.53100925,35.6310966,35.73118395,0.100087350000003
-192396.5,808580,35.9,1000976.5,35.53466575,35.6347634,35.73486105,0.100097650000006
-192396.5,808389,35.9,1000785.5,35.52788525,35.6279638,35.72804235,0.100078550000003
-192396.5,808212,35.9,1000608.5,35.52160175,35.6216626,35.72172345,0.100060850000002
-192396.5,808377,35.9,1000773.5,35.52745925,35.6275366,35.72761395,0.100077350000003
-192396.5,808389,35.9,1000785.5,35.52788525,35.6279638,35.72804235,0.100078550000003
-192396.5,839809,37,1032205.5,36.64329525,36.7465158,36.84973635,0.10322055
-192396.5,839823,37,1032219.5,36.64379225,36.7470142,36.85023615,0.103221950000002
-192396.5,839803,37,1032199.5,36.64308225,36.7463022,36.84952215,0.103219950000003
-192396.5,839810,37,1032206.5,36.64333075,36.7465514,36.84977205,0.103220650000001
-192396.5,839743,37,1032139.5,36.64095225,36.7441662,36.84738015,0.103213950000001
-192396.5,839706,37,1032102.5,36.63963875,36.742849,36.84605925,0.10321025
-192396.5,839702,37,1032098.5,36.63949675,36.7427066,36.84591645,0.103209850000003
-192396.5,839802,37,1032198.5,36.64304675,36.7462666,36.84948645,0.103219850000006
-192396.5,839863,37,1032259.5,36.64521225,36.7484382,36.85166415,0.103225950000006
-192396.5,839886,37,1032282.5,36.64602875,36.749257,36.85248525,0.103228250000001
-192396.5,839675,37,1032071.5,36.63853825,36.7417454,36.84495255,0.103207150000003
-192396.5,839858,37,1032254.5,36.64503475,36.7482602,36.85148565,0.103225450000004
-192396.5,839861,37,1032257.5,36.64514125,36.748367,36.85159275,0.10322575
-192396.5,839803,37,1032199.5,36.64308225,36.7463022,36.84952215,0.103219950000003
-192396.5,839828,37,1032224.5,36.64396975,36.7471922,36.85041465,0.103222450000004
-192396.5,839687,37,1032083.5,36.63896425,36.7421726,36.84538095,0.103208349999999
-192396.5,839568,37,1031964.5,36.63473975,36.7379362,36.84113265,0.103196450000002
-192396.5,839734,37,1032130.5,36.64063275,36.7438458,36.84705885,0.103213050000001
-192396.5,839687,37,1032083.5,36.63896425,36.7421726,36.84538095,0.103208349999999
-192396.5,839800,37,1032196.5,36.64297575,36.7461954,36.84941505,0.103219650000003
-192396.5,839872,37,1032268.5,36.64553175,36.7487586,36.85198545,0.103226850000002
-192396.5,839910,37,1032306.5,36.64688075,36.7501114,36.85334205,0.103230650000004
-192396.5,839726,37,1032122.5,36.64034875,36.743561,36.84677325,0.103212250000002
-192396.5,839685,37,1032081.5,36.63889325,36.7421014,36.84530955,0.103208150000004
-192396.5,839780,37,1032176.5,36.64226575,36.7454834,36.84870105,0.103217650000001
-192396.5,839654,37,1032050.5,36.63779275,36.7409978,36.84420285,0.103205050000003
-192396.5,839644,37,1032040.5,36.63743775,36.7406418,36.84384585,0.103204050000002
-192396.5,839705,37,1032101.5,36.63960325,36.7428134,36.84602355,0.103210150000002
-192396.5,839546,37,1031942.5,36.63395875,36.737153,36.84034725,0.103194250000001
-192396.5,839694,37,1032090.5,36.63921275,36.7424218,36.84563085,0.103209050000004
-192396.5,839655,37,1032051.5,36.63782825,36.7410334,36.84423855,0.103205150000004
-192396.5,839536,37,1031932.5,36.63360375,36.736797,36.83999025,0.103193250000004
-192396.5,839733,37,1032129.5,36.64059725,36.7438102,36.84702315,0.103212950000003
-192396.5,839526,37,1031922.5,36.63324875,36.736441,36.83963325,0.103192249999999
-192396.5,839685,37,1032081.5,36.63889325,36.7421014,36.84530955,0.103208150000004
-192396.5,839762,37,1032158.5,36.64162675,36.7448426,36.84805845,0.103215850000002
-192396.5,839631,37,1032027.5,36.63697625,36.740179,36.84338175,0.103202750000005
-192396.5,839655,37,1032051.5,36.63782825,36.7410334,36.84423855,0.103205150000004
-192396.5,839773,37,1032169.5,36.64201725,36.7452342,36.84845115,0.103216950000004
-192396.5,839786,37,1032182.5,36.64247875,36.745697,36.84891525,0.103218250000001
-192396.5,839755,37,1032151.5,36.64137825,36.7445934,36.84780855,0.103215150000004
-192396.5,839601,37,1031997.5,36.63591125,36.739111,36.84231075,0.103199750000002
-192396.5,839845,37,1032241.5,36.64457325,36.7477974,36.85102155,0.103224150000003
-192396.5,839605,37,1032001.5,36.63605325,36.7392534,36.84245355,0.103200150000003
-192396.5,839687,37,1032083.5,36.63896425,36.7421726,36.84538095,0.103208349999999
-192396.5,839585,37,1031981.5,36.63534325,36.7385414,36.84173955,0.103198150000001
-192396.5,839779,37,1032175.5,36.64223025,36.7454478,36.84866535,0.103217550000004
-192396.5,839743,37,1032139.5,36.64095225,36.7441662,36.84738015,0.103213950000001
-192396.5,839521,37,1031917.5,36.63307125,36.736263,36.83945475,0.103191750000001
-192396.5,839648,37,1032044.5,36.63757975,36.7407842,36.84398865,0.103204450000003
-192396.5,839667,37,1032063.5,36.63825425,36.7414606,36.84466695,0.103206350000004
-192396.5,839528,37,1031924.5,36.63331975,36.7365122,36.83970465,0.103192450000002
-192396.5,839586,37,1031982.5,36.63537875,36.738577,36.84177525,0.103198250000002
-192396.5,839589,37,1031985.5,36.63548525,36.7386838,36.84188235,0.103198550000002
-192396.5,839712,37,1032108.5,36.63985175,36.7430626,36.84627345,0.103210850000004
-192396.5,839451,37,1031847.5,36.63058625,36.733771,36.83695575,0.103184750000001
-192396.5,839506,37,1031902.5,36.63253875,36.735729,36.83891925,0.103190250000001
-192396.5,839638,37,1032034.5,36.63722475,36.7404282,36.84363165,0.103203450000006
-192396.5,839723,37,1032119.5,36.64024225,36.7434542,36.84666615,0.103211950000006
-192396.5,839694,37,1032090.5,36.63921275,36.7424218,36.84563085,0.103209050000004
-192396.5,839648,37,1032044.5,36.63757975,36.7407842,36.84398865,0.103204450000003
-192396.5,839570,37,1031966.5,36.63481075,36.7380074,36.84120405,0.103196650000001
-192396.5,839513,37,1031909.5,36.63278725,36.7359782,36.83916915,0.103190950000002
-192396.5,839651,37,1032047.5,36.63768625,36.740891,36.84409575,0.10320475
-192396.5,839726,37,1032122.5,36.64034875,36.743561,36.84677325,0.103212250000002
-192396.5,839758,37,1032154.5,36.64148475,36.7447002,36.84791565,0.103215450000004
-192396.5,839680,37,1032076.5,36.63871575,36.7419234,36.84513105,0.103207650000005
-192396.5,839524,37,1031920.5,36.63317775,36.7363698,36.83956185,0.103192050000001
-192396.5,839521,37,1031917.5,36.63307125,36.736263,36.83945475,0.103191750000001
-192396.5,839735,37,1032131.5,36.64066825,36.7438814,36.84709455,0.103213150000002
-192396.5,839733,37,1032129.5,36.64059725,36.7438102,36.84702315,0.103212950000003
-192396.5,839652,37,1032048.5,36.63772175,36.7409266,36.84413145,0.103204850000004
-192396.5,839653,37,1032049.5,36.63775725,36.7409622,36.84416715,0.103204950000006
-192396.5,839491,37,1031887.5,36.63200625,36.735195,36.83838375,0.103188750000001
-192396.5,839430,37,1031826.5,36.62984075,36.7330234,36.83620605,0.103182650000001
-192396.5,839615,37,1032011.5,36.63640825,36.7396094,36.84281055,0.103201150000004
-192396.5,839540,37,1031936.5,36.63374575,36.7369394,36.84013305,0.103193650000001
-192396.5,839665,37,1032061.5,36.63818325,36.7413894,36.84459555,0.103206150000002
-192396.5,839444,37,1031840.5,36.63033775,36.7335218,36.83670585,0.103184049999999
-192396.5,839485,37,1031881.5,36.63179325,36.7349814,36.83816955,0.103188150000005
-192396.5,839720,37,1032116.5,36.64013575,36.7433474,36.84655905,0.103211650000002
-192396.5,839587,37,1031983.5,36.63541425,36.7386126,36.84181095,0.103198350000003
-192396.5,839572,37,1031968.5,36.63488175,36.7380786,36.84127545,0.103196850000003
-192396.5,839628,37,1032024.5,36.63686975,36.7400722,36.84327465,0.103202450000005
-192396.5,839506,37,1031902.5,36.63253875,36.735729,36.83891925,0.103190250000001
-192396.5,839643,37,1032039.5,36.63740225,36.7406062,36.84381015,0.103203950000005
-192396.5,839631,37,1032027.5,36.63697625,36.740179,36.84338175,0.103202750000005
-192396.5,839545,37,1031941.5,36.63392325,36.7371174,36.84031155,0.103194150000004
-192396.5,839535,37,1031931.5,36.63356825,36.7367614,36.83995455,0.103193150000003
-192396.5,839494,37,1031890.5,36.63211275,36.7353018,36.83849085,0.103189050000005
-192396.5,839574,37,1031970.5,36.63495275,36.7381498,36.84134685,0.103197050000006
-192396.5,839578,37,1031974.5,36.63509475,36.7382922,36.84148965,0.103197450000003
-192396.5,839439,37,1031835.5,36.63016025,36.7333438,36.83652735,0.103183550000004
-192396.5,839614,37,1032010.5,36.63637275,36.7395738,36.84277485,0.103201050000003
-192396.5,839540,37,1031936.5,36.63374575,36.7369394,36.84013305,0.103193650000001
-192396.5,839349,37,1031745.5,36.62696525,36.7301398,36.83331435,0.103174550000002
-192396.5,839481,37,1031877.5,36.63165125,36.734839,36.83802675,0.103187750000004
-192396.5,839594,37,1031990.5,36.63566275,36.7388618,36.84206085,0.103199050000001
-192396.5,839577,37,1031973.5,36.63505925,36.7382566,36.84145395,0.103197350000002
-192396.5,839454,37,1031850.5,36.63069275,36.7338778,36.83706285,0.10318505
